Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Number of proteins,Peptides,Razor + unique peptides,Unique peptides,Peptides AGO2-APEX bR01,Peptides AGO2-BirA bR01,Peptides AGO2-BirA bR02,Peptides ctrl APEX bR01,Peptides ctrl BirA bR01,Peptides ctrl BirA bR02,Razor + unique peptides AGO2-APEX bR01,Razor + unique peptides AGO2-BirA bR01,Razor + unique peptides AGO2-BirA bR02,Razor + unique peptides ctrl APEX bR01,Razor + unique peptides ctrl BirA bR01,Razor + unique peptides ctrl BirA bR02,Unique peptides AGO2-APEX bR01,Unique peptides AGO2-BirA bR01,Unique peptides AGO2-BirA bR02,Unique peptides ctrl APEX bR01,Unique peptides ctrl BirA bR01,Unique peptides ctrl BirA bR02,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Sequence lengths,Q-value,Identification type AGO2-APEX bR01,Identification type AGO2-BirA bR01,Identification type AGO2-BirA bR02,Identification type ctrl APEX bR01,Identification type ctrl BirA bR01,Identification type ctrl BirA bR02,Sequence coverage AGO2-APEX bR01 [%],Sequence coverage AGO2-BirA bR01 [%],Sequence coverage AGO2-BirA bR02 [%],Sequence coverage ctrl APEX bR01 [%],Sequence coverage ctrl BirA bR01 [%],Sequence coverage ctrl BirA bR02 [%],Intensity,Intensity AGO2-APEX bR01,Intensity AGO2-BirA bR01,Intensity AGO2-BirA bR02,Intensity ctrl APEX bR01,Intensity ctrl BirA bR01,Intensity ctrl BirA bR02,LFQ intensity AGO2-APEX bR01,LFQ intensity AGO2-BirA bR01,LFQ intensity AGO2-BirA bR02,LFQ intensity ctrl APEX bR01,LFQ intensity ctrl BirA bR01,LFQ intensity ctrl BirA bR02,MS/MS Count AGO2-APEX bR01,MS/MS Count AGO2-BirA bR01,MS/MS Count AGO2-BirA bR02,MS/MS Count ctrl APEX bR01,MS/MS Count ctrl BirA bR01,MS/MS Count ctrl BirA bR02,MS/MS Count,Only identified by site,Reverse,Potential contaminant,id,Peptide IDs,Peptide is razor,Mod. peptide IDs,Evidence IDs,MS/MS IDs,Best MS/MS,Oxidation (M) site IDs,Oxidation (M) site positions
Q02952-3;Q02952-2;Q02952,Q02952-3;Q02952-2;Q02952,5;5;5,5;5;5,5;5;5,A-kinase anchor protein 12,AKAP12,>sp|Q02952-3|AKA12_HUMAN Isoform 3 of A-kinase anchor protein 12 OS=Homo sapiens GN=AKAP12;>sp|Q02952-2|AKA12_HUMAN Isoform 2 of A-kinase anchor protein 12 OS=Homo sapiens GN=AKAP12;>sp|Q02952|AKA12_HUMAN A-kinase anchor protein 12 OS=Homo sapiens GN=AKAP1,3,5,5,5,3,1,1,5,0,0,3,1,1,5,0,0,3,1,1,5,0,0,4.4,4.4,4.4,180.99,1677,1677;1684;1782,0,By MS/MS,By matching,By matching,By MS/MS,By matching,By matching,2.3,0.8,0.5,4.4,0,0,31670000,7159200,275320,1248400,22987000,0,0,6214900,0,0,10430000,0,0,1,0,0,6,0,0,7,,,,926,116;202;3711;5070;5906,True;True;True;True;True,118;207;3932;5459;6334,368;369;370;649;650;13114;18032;20991;20992;20993,285;286;287;486;9332;12902;15122;15123,287;486;9332;12902;15123,,
Q04760-2;Q04760,Q04760-2;Q04760,4;4,4;4,4;4,Lactoylglutathione lyase,GLO1,>sp|Q04760-2|LGUL_HUMAN Isoform 2 of Lactoylglutathione lyase OS=Homo sapiens GN=GLO1;>sp|Q04760|LGUL_HUMAN Lactoylglutathione lyase OS=Homo sapiens GN=GLO1 PE=1 SV=4,2,4,4,4,3,4,3,3,2,1,3,4,3,3,2,1,3,4,3,3,2,1,20.7,20.7,20.7,19.043,169,169;184,0,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By matching,By matching,16,20.7,16,16,10.1,5.3,72957000,12534000,32372000,10190000,13556000,3390900,914210,7792300,21646000,6149200,5263000,2804300,0,1,5,4,3,0,0,13,,,,927,1918;1919;3271;6810,True;True;True;True,2034;2035;3470;7281;7282,6618;6619;6620;6621;6622;6623;6624;6625;6626;11500;11501;24157;24158;24159;24160;24161;24162;24163;24164;24165;24166;24167;24168;24169;24170,4771;4772;4773;4774;4775;4776;8200;17539;17540;17541;17542;17543;17544,4771;4774;8200;17542,535,55
Q04864-2;Q04864,Q04864-2;Q04864,3;3,3;3,3;3,Proto-oncogene c-Rel,REL,>sp|Q04864-2|REL_HUMAN Isoform 2 of Proto-oncogene c-Rel OS=Homo sapiens GN=REL;>sp|Q04864|REL_HUMAN Proto-oncogene c-Rel OS=Homo sapiens GN=REL PE=1 SV=1,2,3,3,3,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,5.8,5.8,5.8,65.224,587,587;619,0,By matching,By matching,By matching,By MS/MS,By matching,By matching,0,0,0,5.8,2.2,0,10074000,0,0,0,9317200,757230,0,0,0,0,4274000,0,0,0,0,0,4,0,0,4,,,,928,1996;5030;5340,True;True;True,2113;5419;5747,6912;17898;18994;18995;18996,4990;12809;13654;13655,4990;12809;13654,,
Q04917;F8WEB6;A2IDB1,Q04917,5;2;2,1;1;1,1;1;1,14-3-3 protein eta,YWHAH,>sp|Q04917|1433F_HUMAN 14-3-3 protein eta OS=Homo sapiens GN=YWHAH PE=1 SV=4,3,5,1,1,2,5,2,4,3,1,1,1,0,1,1,1,1,1,0,1,1,1,12.6,3.7,3.7,28.218,246,246;39;72,0,By MS/MS,By MS/MS,By matching,By MS/MS,By matching,By matching,9.3,12.6,5.7,12.6,9.3,3.7,26773000,7933400,4635700,0,11886000,915230,1402800,0,0,0,0,0,2292400,1,1,0,2,0,0,4,,,,929,1870;3374;4591;4594;4595,True;False;False;False;False,1984;3578;4957;4960;4961,6475;6476;6477;6478;6479;11887;11888;16377;16378;16379;16391;16392;16393;16394;16395;16396;16397,4684;4685;4686;4687;8458;8459;8460;11685;11686;11695;11696;11697;11698,4687;8460;11686;11695;11698,,
Q05086-2;Q05086-3;Q05086,Q05086-2;Q05086-3;Q05086,1;1;1,1;1;1,1;1;1,Ubiquitin-protein ligase E3A,UBE3A,>sp|Q05086-2|UBE3A_HUMAN Isoform I of Ubiquitin-protein ligase E3A OS=Homo sapiens GN=UBE3A;>sp|Q05086-3|UBE3A_HUMAN Isoform III of Ubiquitin-protein ligase E3A OS=Homo sapiens GN=UBE3A;>sp|Q05086|UBE3A_HUMAN Ubiquitin-protein ligase E3A OS=Homo sapiens GN,3,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1.2,1.2,1.2,97.967,852,852;872;875,0.00090498,By matching,By matching,By MS/MS,By MS/MS,By matching,By matching,0,0,1.2,1.2,0,0,2687200,0,0,745670,1941500,0,0,0,0,0,890620,0,0,0,0,1,1,0,0,2,,,,930,511,TRUE,529,1715;1716,1240;1241,1241,,
Q5T760;Q05519-2;Q05519;B4DWT1;Q5T757,Q5T760;Q05519-2;Q05519,3;3;3;1;1,3;3;3;1;1,3;3;3;1;1,Serine/arginine-rich splicing factor 11,SRSF11,>tr|Q5T760|Q5T760_HUMAN Serine/arginine-rich-splicing factor 11 (Fragment) OS=Homo sapiens GN=SRSF11 PE=1 SV=1;>sp|Q05519-2|SRS11_HUMAN Isoform 2 of Serine/arginine-rich splicing factor 11 OS=Homo sapiens GN=SRSF11;>sp|Q05519|SRS11_HUMAN Serine/arginine-ri,5,3,3,3,2,1,2,2,3,2,2,1,2,2,3,2,2,1,2,2,3,2,13.4,13.4,13.4,42.316,389,389;483;484;128;424,0,By matching,By matching,By matching,By MS/MS,By MS/MS,By MS/MS,9.8,5.4,9.8,9.8,13.4,9.8,62409000,6760600,1152900,9363900,14562000,12058000,18512000,9215200,0,10794000,7805300,4511900,24173000,0,0,0,2,4,1,7,,,,931,540;1624;5224,True;True;True,559;1728;5624,1795;1796;1797;1798;1799;5625;5626;5627;5628;5629;5630;5631;5632;18563,1295;1296;4009;4010;4011;4012;13318,1295;4010;13318,536,223
Q06124-2;Q06124;H0YF12;Q06124-3,Q06124-2;Q06124,3;3;1;1,3;3;1;1,3;3;1;1,Tyrosine-protein phosphatase non-receptor type 11,PTPN11,>sp|Q06124-2|PTN11_HUMAN Isoform 2 of Tyrosine-protein phosphatase non-receptor type 11 OS=Homo sapiens GN=PTPN11;>sp|Q06124|PTN11_HUMAN Tyrosine-protein phosphatase non-receptor type 11 OS=Homo sapiens GN=PTPN11 PE=1 SV=2,4,3,3,3,3,2,1,3,3,1,3,2,1,3,3,1,3,2,1,3,3,1,5.4,5.4,5.4,68.01,593,593;597;108;460,0,By MS/MS,By MS/MS,By matching,By MS/MS,By MS/MS,By MS/MS,5.4,3.9,1.9,5.4,5.4,1.5,32390000,6327000,1366500,751050,14944000,8219900,781570,4519900,2033600,0,5716500,3152300,0,3,2,0,4,4,1,14,,,,932,2775;5335;7112,True;True;True,2942;5740;5741;7596;7597,9684;9685;9686;9687;9688;18968;18969;18970;18971;18972;18973;18974;18975;18976;18977;25290;25291;25292;25293;25294,6923;6924;6925;6926;13630;13631;13632;13633;13634;13635;13636;18363;18364;18365;18366,6926;13633;18366,537;538,504;586
Q06203;D6RCC8,Q06203;D6RCC8,3;2,3;2,3;2,Amidophosphoribosyltransferase,PPAT,>sp|Q06203|PUR1_HUMAN Amidophosphoribosyltransferase OS=Homo sapiens GN=PPAT PE=1 SV=1;>tr|D6RCC8|D6RCC8_HUMAN Amidophosphoribosyltransferase OS=Homo sapiens GN=PPAT PE=1 SV=1,2,3,3,3,3,1,0,3,1,0,3,1,0,3,1,0,3,1,0,3,1,0,9.1,9.1,9.1,57.398,517,517;192,0,By MS/MS,By MS/MS,By matching,By MS/MS,By matching,By matching,9.1,2.7,0,9.1,2.7,0,37546000,10103000,1278700,0,25440000,723990,0,8701000,0,0,11577000,0,0,2,1,0,3,0,0,6,,,,933,2470;2970;7149,True;True;True,2621;3149;7635,8555;8556;8557;8558;10377;10378;25423;25424,6131;6132;6133;7447;7448;18454,6132;7448;18454,,
Q06830;A0A0A0MSI0;A0A0A0MRQ5;H7C3T4,Q06830;A0A0A0MSI0,22;20;9;3,22;20;9;3,18;16;5;0,Peroxiredoxin-1,PRDX1,>sp|Q06830|PRDX1_HUMAN Peroxiredoxin-1 OS=Homo sapiens GN=PRDX1 PE=1 SV=1;>tr|A0A0A0MSI0|A0A0A0MSI0_HUMAN Peroxiredoxin-1 (Fragment) OS=Homo sapiens GN=PRDX1 PE=4 SV=1,4,22,22,18,15,19,11,19,16,10,15,19,11,19,16,10,11,16,7,15,12,7,73.4,73.4,58.3,22.11,199,199;171;97;161,0,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,72.9,69.8,47.2,70.4,57.8,49.7,2443200000,459750000,193750000,85915000,1451200000,204170000,48436000,379390000,247960000,77818000,566140000,124640000,94688000,12,18,7,32,13,2,84,,,,934,161;824;825;826;1104;2057;2058;2576;2577;3201;3238;3239;3876;4136;4813;5065;5453;5454;5746;5875;6122;6123,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,165;867;868;869;870;871;1173;2177;2178;2729;2730;3395;3435;3436;3437;4106;4376;5194;5454;5864;5865;6171;6301;6559;6560,524;525;526;2883;2884;2885;2886;2887;2888;2889;2890;2891;2892;2893;2894;2895;2896;2897;2898;2899;2900;3828;3829;3830;7130;7131;7132;7133;7134;7135;7136;7137;7138;7139;7140;7141;7142;7143;7144;7145;8874;8875;8876;8877;8878;8879;11252;11253;11392;11393;11394;11395;11396;11397;11398;11399;11400;13658;13659;14541;14542;14543;14544;14545;14546;17174;17175;17176;17177;17178;17179;17180;17181;17182;17183;18015;18016;18017;19448;19449;19450;19451;19452;19453;19454;20438;20439;20440;20441;20894;20895;20896;20897;20898;21697;21698;21699;21700;21701;21702;21703;21704;21705;21706;21707;21708;21709;21710;21711;21712;21713;21714;21715,386;387;388;389;2094;2095;2096;2097;2098;2099;2100;2101;2102;2103;2104;2105;2766;5116;5117;5118;5119;5120;5121;5122;5123;5124;5125;6341;6342;6343;6344;6345;6346;6347;8045;8046;8132;8133;8134;8135;8136;8137;9693;10283;10284;10285;10286;10287;12310;12311;12312;12313;12314;12315;12316;12894;12895;14014;14015;14016;14697;14698;15058;15059;15060;15061;15062;15063;15633;15634;15635;15636;15637;15638;15639;15640;15641;15642;15643;15644;15645;15646;15647;15648;15649,389;2094;2099;2102;2766;5118;5121;6346;6347;8045;8132;8133;9693;10283;12313;12895;14014;14016;14698;15063;15636;15647,539;540,21;100
Q07666-2;Q07666;Q5VWX1;Q07666-3,Q07666-2;Q07666,3;3;1;1,3;3;1;1,3;3;1;1,"KH domain-containing, RNA-binding, signal transduction-associated protein 1",KHDRBS1,">sp|Q07666-2|KHDR1_HUMAN Isoform 2 of KH domain-containing, RNA-binding, signal transduction-associated protein 1 OS=Homo sapiens GN=KHDRBS1;>sp|Q07666|KHDR1_HUMAN KH domain-containing, RNA-binding, signal transduction-associated protein 1 OS=Homo sapiens ",4,3,3,3,3,2,2,3,1,2,3,2,2,3,1,2,3,2,2,3,1,2,9.8,9.8,9.8,45.86,418,418;443;349;404,0,By MS/MS,By matching,By MS/MS,By MS/MS,By matching,By MS/MS,9.8,6,6,9.8,3.3,6.5,67317000,7146700,638540,5750900,47586000,254080,5941600,4175200,2206000,5345600,25566000,0,5351200,1,0,2,5,0,1,9,,,,935,2732;5359;6829,True;True;True,2897;5767;7301,9553;9554;9555;9556;9557;19066;19067;19068;19069;19070;24246;24247;24248;24249;24250;24251,6828;6829;6830;6831;6832;6833;13701;17600;17601,6833;13701;17601,,
Q08211,Q08211,17,17,17,ATP-dependent RNA helicase A,DHX9,>sp|Q08211|DHX9_HUMAN ATP-dependent RNA helicase A OS=Homo sapiens GN=DHX9 PE=1 SV=4,1,17,17,17,9,2,8,17,0,5,9,2,8,17,0,5,9,2,8,17,0,5,11.7,11.7,11.7,140.96,1270,1270,0,By MS/MS,By matching,By MS/MS,By MS/MS,By matching,By matching,7,1.7,5.5,11.7,0,3.2,172780000,15546000,590470,22015000,127610000,0,7021800,15969000,0,19964000,50767000,0,13319000,2,0,3,21,0,0,26,,,,936,30;726;1081;1838;1872;1877;2762;2821;2861;3225;3351;3587;3890;3891;4958;6477;6974,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,30;767;1147;1950;1986;1991;2928;2989;3033;3422;3554;3803;4120;4121;5345;6932;7453,95;96;97;98;2556;2557;2558;2559;3763;3764;3765;3766;6365;6481;6496;6497;6498;9644;9645;9869;9870;9871;9872;9873;10016;11350;11797;12631;13689;13690;13691;13692;13693;13694;17646;17647;17648;17649;17650;17651;17652;17653;17654;22928;24784;24785;24786,62;63;64;65;1866;2718;4603;4689;4695;6890;7067;7068;7069;7170;8103;8104;8399;9020;9714;9715;9716;12627;12628;12629;12630;16604;17989,64;1866;2718;4603;4689;4695;6890;7068;7170;8104;8399;9020;9715;9716;12627;16604;17989,541,17
Q08379-2;Q08379,Q08379-2;Q08379,1;1,1;1,1;1,Golgin subfamily A member 2,GOLGA2,>sp|Q08379-2|GOGA2_HUMAN Isoform 2 of Golgin subfamily A member 2 OS=Homo sapiens GN=GOLGA2;>sp|Q08379|GOGA2_HUMAN Golgin subfamily A member 2 OS=Homo sapiens GN=GOLGA2 PE=1 SV=3,2,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.9,1.9,1.9,70.472,620,620;1002,0.00091912,By matching,By matching,By matching,By MS/MS,By matching,By matching,0,0,0,1.9,0,0,537230,0,0,0,537230,0,0,0,0,0,246440,0,0,0,0,0,1,0,0,1,,,,937,3491,TRUE,3702,12304,8811,8811,,
Q08554-2;Q08554,Q08554-2;Q08554,8;8,8;8,8;8,Desmocollin-1,DSC1,>sp|Q08554-2|DSC1_HUMAN Isoform 1B of Desmocollin-1 OS=Homo sapiens GN=DSC1;>sp|Q08554|DSC1_HUMAN Desmocollin-1 OS=Homo sapiens GN=DSC1 PE=1 SV=2,2,8,8,8,0,5,0,0,6,0,0,5,0,0,6,0,0,5,0,0,6,0,11.1,11.1,11.1,93.834,840,840;894,0,By matching,By MS/MS,By matching,By matching,By MS/MS,By matching,0,7.3,0,0,9.8,0,36830000,0,14274000,0,0,22556000,0,0,13543000,0,0,13223000,0,0,4,0,0,7,0,11,,,,938,988;1188;2508;4317;5360;6526;7015;7025,True;True;True;True;True;True;True;True,1042;1263;2659;4623;5768;6981;7495;7505,3485;4145;4146;8652;15279;15280;15281;15282;19071;23142;24970;24998;24999,2517;2987;2988;6191;10810;10811;13702;16795;18138;18154;18155,2517;2987;6191;10811;13702;16795;18138;18155,542;543,322;375
Q08752,Q08752,1,1,1,Peptidyl-prolyl cis-trans isomerase D,PPID,>sp|Q08752|PPID_HUMAN Peptidyl-prolyl cis-trans isomerase D OS=Homo sapiens GN=PPID PE=1 SV=3,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4.3,4.3,4.3,40.763,370,370,0,By matching,By matching,By matching,By MS/MS,By matching,By matching,0,0,0,4.3,0,0,1837300,0,0,0,1837300,0,0,0,0,0,842810,0,0,0,0,0,1,0,0,1,,,,939,5383,TRUE,5791,19167,13786,13786,,
Q08AD1-2;Q08AD1-3;Q08AD1,Q08AD1-2;Q08AD1-3;Q08AD1,1;1;1,1;1;1,1;1;1,Calmodulin-regulated spectrin-associated protein 2,CAMSAP2,>sp|Q08AD1-2|CAMP2_HUMAN Isoform 2 of Calmodulin-regulated spectrin-associated protein 2 OS=Homo sapiens GN=CAMSAP2;>sp|Q08AD1-3|CAMP2_HUMAN Isoform 3 of Calmodulin-regulated spectrin-associated protein 2 OS=Homo sapiens GN=CAMSAP2;>sp|Q08AD1|CAMP2_HUMAN C,3,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.9,0.9,0.9,165.06,1462,1462;1478;1489,0.0017857,By matching,By matching,By MS/MS,By matching,By matching,By matching,0,0,0.9,0,0,0,1453200,0,0,1453200,0,0,0,0,0,1106500,0,0,0,0,0,1,0,0,0,1,,,,940,1262,TRUE,1343,4431,3219,3219,,
Q08AM6,Q08AM6,1,1,1,Protein VAC14 homolog,VAC14,>sp|Q08AM6|VAC14_HUMAN Protein VAC14 homolog OS=Homo sapiens GN=VAC14 PE=1 SV=1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2.2,2.2,2.2,87.972,782,782,0.0025751,By matching,By matching,By matching,By MS/MS,By matching,By matching,0,0,0,2.2,0,0,4094200,0,0,0,4094200,0,0,0,0,0,1878100,0,0,0,0,0,1,0,0,1,,,,941,4149,TRUE,4389,14583,10307,10307,,
Q08J23-3;Q08J23-2;Q08J23,Q08J23-3;Q08J23-2;Q08J23,6;6;6,6;6;6,6;6;6,tRNA (cytosine(34)-C(5))-methyltransferase,NSUN2,>sp|Q08J23-3|NSUN2_HUMAN Isoform 3 of tRNA (cytosine(34)-C(5))-methyltransferase OS=Homo sapiens GN=NSUN2;>sp|Q08J23-2|NSUN2_HUMAN Isoform 2 of tRNA (cytosine(34)-C(5))-methyltransferase OS=Homo sapiens GN=NSUN2;>sp|Q08J23|NSUN2_HUMAN tRNA (cytosine(34)-C(,3,6,6,6,2,2,6,4,0,1,2,2,6,4,0,1,2,2,6,4,0,1,13.6,13.6,13.6,59.383,531,531;732;767,0,By MS/MS,By matching,By MS/MS,By MS/MS,By matching,By matching,4.7,5.5,13.6,8.5,0,1.9,19788000,1211800,1149400,11211000,5991600,0,223880,1739900,1781500,7651700,2293700,0,0,1,0,6,1,0,0,8,,,,942,1821;2468;2721;3210;3416;4634,True;True;True;True;True;True,1933;2619;2885;3404;3621;5005,6311;6312;6313;6314;8547;8548;8549;9508;11281;11282;11283;11284;12031;12032;16535,4554;4555;4556;6128;6801;8060;8613;11793,4556;6128;6801;8060;8613;11793,,
Q09028-3;Q09028;E9PNS2;E9PIC4;E9PNS6;H0YEU5;H0YCT5;H0YF10;H0YDK2;Q09028-4;Q09028-2,Q09028-3;Q09028;E9PNS2;E9PIC4;E9PNS6;H0YEU5;H0YCT5;H0YF10;H0YDK2;Q09028-4;Q09028-2,2;2;1;1;1;1;1;1;1;1;1,2;2;1;1;1;1;1;1;1;1;1,2;2;1;1;1;1;1;1;1;1;1,Histone-binding protein RBBP4,RBBP4,>sp|Q09028-3|RBBP4_HUMAN Isoform 3 of Histone-binding protein RBBP4 OS=Homo sapiens GN=RBBP4;>sp|Q09028|RBBP4_HUMAN Histone-binding protein RBBP4 OS=Homo sapiens GN=RBBP4 PE=1 SV=3;>tr|E9PNS2|E9PNS2_HUMAN Histone-binding protein RBBP4 OS=Homo sapiens GN=RB,11,2,2,2,1,2,2,2,0,0,1,2,2,2,0,0,1,2,2,2,0,0,10,10,10,46.158,410,410;425;62;87;104;167;180;207;262;390;424,0,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By matching,By matching,3.4,10,10,10,0,0,19533000,2090400,1999500,7582700,7860600,0,0,0,2067400,5603200,3708200,0,0,1,1,2,2,0,0,6,,,,943,180;2566,True;True,184;2718,577;578;579;580;8830;8831;8832,430;431;432;433;6302;6303,433;6302,,
Q09161,Q09161,1,1,1,Nuclear cap-binding protein subunit 1,NCBP1,>sp|Q09161|NCBP1_HUMAN Nuclear cap-binding protein subunit 1 OS=Homo sapiens GN=NCBP1 PE=1 SV=1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.5,1.5,1.5,91.838,790,790,0.0017683,By matching,By matching,By matching,By MS/MS,By matching,By matching,0,0,0,1.5,0,0,2768600,0,0,0,2768600,0,0,0,0,0,1270000,0,0,0,0,0,1,0,0,1,,,,944,1778,TRUE,1887,6163,4447,4447,,
Q09666,Q09666,2,2,2,Neuroblast differentiation-associated protein AHNAK,AHNAK,>sp|Q09666|AHNK_HUMAN Neuroblast differentiation-associated protein AHNAK OS=Homo sapiens GN=AHNAK PE=1 SV=2,1,2,2,2,0,1,1,2,0,0,0,1,1,2,0,0,0,1,1,2,0,0,1.7,1.7,1.7,629.09,5890,5890,0,By matching,By MS/MS,By MS/MS,By MS/MS,By matching,By matching,0,0.3,1.4,1.7,0,0,25179000,0,2048200,7507000,15624000,0,0,0,0,0,7167200,0,0,0,1,1,1,0,0,3,,,,945,2881;3727,True;True,3054;3948,10077;10078;13177;13178,7222;7223;9366,7223;9366,,
Q12792-4;Q12792;Q12792-3,Q12792-4;Q12792;Q12792-3,1;1;1,1;1;1,1;1;1,Twinfilin-1,TWF1,>sp|Q12792-4|TWF1_HUMAN Isoform 4 of Twinfilin-1 OS=Homo sapiens GN=TWF1;>sp|Q12792|TWF1_HUMAN Twinfilin-1 OS=Homo sapiens GN=TWF1 PE=1 SV=3;>sp|Q12792-3|TWF1_HUMAN Isoform 3 of Twinfilin-1 OS=Homo sapiens GN=TWF1,3,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,5.2,5.2,5.2,28.823,252,252;350;357,0,By matching,By matching,By matching,By MS/MS,By matching,By matching,0,5.2,0,5.2,5.2,0,3579700,0,503800,0,2651800,424080,0,0,0,0,0,234860,0,0,0,0,1,0,0,1,,,,946,3685,TRUE,3906,13010;13011;13012,9273,9273,,
Q12904;Q12904-2,Q12904;Q12904-2,2;2,2;2,2;2,Aminoacyl tRNA synthase complex-interacting multifunctional protein 1;Endothelial monocyte-activating polypeptide 2,AIMP1,>sp|Q12904|AIMP1_HUMAN Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 OS=Homo sapiens GN=AIMP1 PE=1 SV=2;>sp|Q12904-2|AIMP1_HUMAN Isoform 2 of Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 OS=Homo sapiens GN=A,2,2,2,2,1,1,2,1,2,2,1,1,2,1,2,2,1,1,2,1,2,2,9.3,9.3,9.3,34.352,312,312;336,0.0025795,By matching,By MS/MS,By MS/MS,By matching,By matching,By matching,6.7,2.6,9.3,2.6,9.3,9.3,26693000,1698100,6889200,4798600,2331900,4678600,6296600,0,0,0,0,0,10289000,0,1,1,0,0,0,2,,,,947,2560;3122,True;True,2712;3313,8813;8814;8815;8816;8817;10978;10979;10980;10981,6295;7858,6295;7858,,
Q12906-5;Q12906-4;Q12906-2;Q12906-6;Q12906-3;Q12906;Q12906-7;K7ERM6;K7ENK6;K7EM82;K7EJ09;K7ER69;K7EKJ9;K7EQR9;Q96SI9-2;Q96SI9,Q12906-5;Q12906-4;Q12906-2;Q12906-6;Q12906-3;Q12906;Q12906-7,8;8;8;8;8;8;8;2;2;2;2;2;2;1;1;1,8;8;8;8;8;8;8;2;2;2;2;2;2;1;1;1,8;8;8;8;8;8;8;2;2;2;2;2;2;1;1;1,Interleukin enhancer-binding factor 3,ILF3,>sp|Q12906-5|ILF3_HUMAN Isoform 5 of Interleukin enhancer-binding factor 3 OS=Homo sapiens GN=ILF3;>sp|Q12906-4|ILF3_HUMAN Isoform 4 of Interleukin enhancer-binding factor 3 OS=Homo sapiens GN=ILF3;>sp|Q12906-2|ILF3_HUMAN Isoform 2 of Interleukin enhancer-,16,8,8,8,3,1,3,8,0,2,3,1,3,8,0,2,3,1,3,8,0,2,17.4,17.4,17.4,74.606,690,690;698;702;706;764;894;898;78;79;99;122;161;254;180;658;672,0,By matching,By matching,By matching,By MS/MS,By matching,By MS/MS,5.8,1.6,5.8,17.4,0,3.3,114820000,13679000,1054900,9038900,87857000,0,3186400,9360600,0,7396300,35897000,0,6623600,0,0,0,13,0,1,14,,,,948,1784;2388;2554;3347;3889;5401;6851;7182,True;True;True;True;True;True;True;True,1893;2533;2534;2705;2706;3550;4119;5809;7323;7324;7671,6194;8292;8293;8783;8784;8785;8786;8787;8788;8789;8790;8791;8792;8793;11787;13682;13683;13684;13685;13686;13687;13688;19234;19235;19236;24335;24336;25548,4467;5936;5937;6278;6279;6280;8395;9711;9712;9713;13840;17662;17663;18547,4467;5937;6280;8395;9713;13840;17662;18547,544;545;546,15;34;465
Q13045-2;Q13045;Q13045-3;J3KS54,Q13045-2;Q13045;Q13045-3,4;4;3;1,4;4;3;1,4;4;3;1,Protein flightless-1 homolog,FLII,>sp|Q13045-2|FLII_HUMAN Isoform 2 of Protein flightless-1 homolog OS=Homo sapiens GN=FLII;>sp|Q13045|FLII_HUMAN Protein flightless-1 homolog OS=Homo sapiens GN=FLII PE=1 SV=2;>sp|Q13045-3|FLII_HUMAN Isoform 3 of Protein flightless-1 homolog OS=Homo sapiens,4,4,4,4,0,0,1,4,1,0,0,0,1,4,1,0,0,0,1,4,1,0,4.4,4.4,4.4,138.49,1214,1214;1269;1258;700,0,By matching,By matching,By matching,By MS/MS,By matching,By matching,0,0,0.9,4.4,0.9,0,9851600,0,0,935850,8548500,367200,0,0,0,0,3921400,0,0,0,0,0,4,0,0,4,,,,949,2215;4445;5510;6240,True;True;True;True,2344;4802;5923;6686,7685;15841;19657;19658;19659;22121,5480;11275;14134;15941,5480;11275;14134;15941,,
